asset,signal,mag_filter,mag_threshold_pct,n,p_mean_rev,ev_pp,opp_per_day
DOGE,DOWNx1,>p75,0.1963,42368,0.5050037764350453,0.5003776435045348,47.90464599511609
DOGE,DOWNx1,>p90,0.3322,20065,0.5084973835036133,0.8497383503613287,22.687092189671553
DOGE,DOWNx1,p50-p75,0.104,30226,0.4879904717792629,-1.2009528220737087,34.17593065163281
DOGE,UPx2,>p50,0.104,35944,0.5243990652125529,2.439906521255286,40.64115831874181
DOGE,UPx2,>p75,0.1963,20920,0.5245697896749522,2.456978967495216,23.653823504008418
DOGE,UPx2,>p90,0.3322,10105,0.525779317169718,2.577931716971804,11.425520387571943
DOGE,UPx2,p50-p75,0.104,15024,0.5241613418530351,2.416134185303509,16.987334814733387
DOGE,DOWNx2,>p50,0.104,36581,0.5133539269019436,1.3353926901943591,41.361401414920266
DOGE,DOWNx2,>p75,0.1963,21502,0.5217654171704957,2.1765417170495738,24.31187920569737
DOGE,DOWNx2,>p90,0.3322,10364,0.5263411810111925,2.634118101119254,11.718366481622526
DOGE,DOWNx2,p50-p75,0.104,15079,0.5013595065985809,0.1359506598580862,17.049522209222893
DOGE,UPx3,>p50,0.104,17017,0.531233472409943,3.123347240994301,19.24077985505312
DOGE,UPx3,>p75,0.1963,10107,0.5292371623627189,2.9237162362718894,11.427781747371561
DOGE,UPx3,>p90,0.3322,5031,0.5259391771019678,2.5939177101967803,5.688450575940074
DOGE,UPx3,p50-p75,0.104,6910,0.5341534008683069,3.415340086830687,7.8129981076815564
DOGE,DOWNx3,>p50,0.104,17958,0.5203808887403942,2.038088874039423,20.304749640773576
DOGE,DOWNx3,>p75,0.1963,10711,0.5309494911772944,3.0949491177294397,12.110712406856317
DOGE,DOWNx3,>p90,0.3322,5321,0.5418154482240181,4.181544822401806,6.016347746884741
DOGE,DOWNx3,p50-p75,0.104,7247,0.5047605905892093,0.47605905892093014,8.194037233917257
